lat,lon,time,water_level,flood_level,severity,duration
34.99613889,-82.8278333,0,2.44,2.104105263,1.159637801,7200
30.45494167,-81.59688889,0,1.71,0.15405821,11.09970056,7200
28.59249809,-81.8225775,0,94.6,93.33711032,1.013530413,7200
28.053175,-82.4740111,0,30.59,30.13361804,1.015145276,7200
36.23527778,-86.7125,0,28.82,25.68108352,1.122226793,7200
33.2531111,-81.16125,0,6.48,5.547678571,1.168056137,7200
34.20169444,-82.0462778,0,6.88,3.757511111,1.830999243,7200
33.24042765,-81.40816269,0,7.35,6.513981481,1.12834217,7200
33.6111111,-82.0286111,0,19.58,17.30899782,1.131203563,7200
28.61610787,-81.8659118,0,90.98,90.02719221,1.010583556,7200
35.15776944,-83.4243694,0,1.55,1.378191654,1.124662158,7200
34.68555556,-83.1516667,0,8.57,8.449105263,1.014308585,7200
28.643329,-81.87230109,0,91.15,90.6134518,1.005921286,7200
32.34963773,-81.1248324,0,10.54,6.324399894,1.666561283,7200
38.0922222,-88.1561111,0,15.62,11.91815279,1.310605786,7200
34.78613889,-83.4155833,0,0.86,0.642077922,1.339401295,7200
36.19166667,-86.6652778,0,28.3,23.96777151,1.180752244,7200
28.6441623,-81.87230109,0,89.82,88.15179579,1.018924223,7200
28.67888315,-81.8845239,0,88.68,87.39198008,1.014738422,7200
32.52096964,-87.8800143,0,63.29,40.92350279,1.546544056,7200
46.2527262,-89.4520913,0,4.1,3.960996179,1.035093147,7200
32.10070089,-87.3991621,0,80.35,79.86679099,1.006050187,7200
28.67943868,-81.88452388,0,85.59,83.52908907,1.024672973,7200
39.75366128,-89.5656507,0,9.4,9.157265398,1.026507324,7200
28.71499294,-81.8842464,0,84.39,82.36967877,1.024527487,7200
32.10014534,-87.39777319,0,59.09,40.74428633,1.450264695,7200
28.71582624,-81.8839687,0,80.63,79.04612916,1.020037298,7200
41.08210556,-95.8897556,0,10.13,4.770948905,2.123267342,7200
32.85235218,-88.1541918,0,97.3,77.98243319,1.247716903,7200
28.8711111,-81.7844444,0,59.43,58.44172798,1.016910383,7200
41.11819444,-95.8787222,0,953.48,4.765555556,200.0774073,7200
32.7773528,-87.841402,0,87.99,77.31690873,1.13804343,7200
33.21040097,-88.2886454,0,123.07,111.0928585,1.107811984,7200
30.44838056,-81.5182611,0,2.14,0.023390805,91.48894192,7200
31.0412902,-85.8521574,0,15.5,6.112444729,2.535810251,7200
33.98555556,-88.5511111,0,20.88,12.4479495,1.677384697,7200
29.0811111,-81.8808333,0,58.95,57.84005953,1.019189822,7200
29.8,-81.55,0,1.06,0.410208986,2.584048707,7200
34.1615833,-84.0761111,0,920.59,913.1579333,1.008138862,7200
34.61416667,-84.6747222,0,691.73,687.5873242,1.006024945,7200
47.9574572,-95.2763936,0,74.88,74.33062095,1.007391019,7200
32.40569225,-87.0186007,0,30.22,21.03912956,1.436371211,7200
35.41007829,-86.0697088,0,10.6,8.652252252,1.225114536,7200
32.32236057,-86.7838712,0,101.98,86.86712511,1.17397692,7200
32.32513829,-86.7847045,0,124.87,124.8441353,1.000207176,7200
38.1875,-88.9272222,0,11.49,9.613097229,1.195244335,7200
34.62925,-84.9171944,0,8.94,2.257473613,3.960179179,7200
38.1761111,-89.0063889,0,11.05,9.438526219,1.170733623,7200
38.5364381,-89.3817481,0,17.72,14.22985443,1.245269239,7200
61.4102917,-149.1244357,0,855.54,849.780198,1.00677799,7200
65.00930348,-147.2007725,0,24.2,24.10373663,1.003993711,7200
30.70405,-84.8632556,0,55.27,45.23451479,1.221854601,7200
